 $IN
 LR      =  0.000000000000000E+000,
 LI      =  0.432751599366305     ,
 FAL     =   1.00010000000000     ,
 DLR     =  1.000000000000000E-008,
 DLI     =  1.000000000000000E-008,
 ALPHA   =  -2.00000000000000     ,
 FTOL    =  1.000000000000000E-005,
 ITMAX   =      100000,
 IALMAX  =      100000,
 IW      =         100
 $END
 alpha                    wr                       wi                       funk                    
809
 -0.1078914349282272E+00   0.0000000000000000E+00  -0.9779083528153218E+00  -0.1200000000000000E+03
 -0.1089763071199051E+00   0.1014239920559226E-17  -0.9744170147372360E+00  -0.3673645858918482E+02
 -0.1100720879409201E+00   0.2069760792097159E-17  -0.9709197841532218E+00  -0.3604329855251571E+02
 -0.1111788870799479E+00   0.3563486776166869-307  -0.9674166387443881E+00  -0.7069917574662824E+03
 -0.1122968153286080E+00   0.9936301459624465E-18  -0.9639075560777792E+00  -0.3604357214073838E+02
 -0.1134259845925541E+00   0.1822082975416213E-17  -0.9603925136056928E+00  -0.3604338115469554E+02
 -0.1145665079026761E+00   0.1515420964870624E-17  -0.9568714886649912E+00  -0.3604346570330570E+02
 -0.1157184994264142E+00  -0.1423724281333204E-17  -0.9533444584764112E+00  -0.3604348829000071E+02
 -0.1168820744791877E+00  -0.4996873041301706E-18  -0.9498114001438664E+00  -0.3673671949200727E+02
 -0.1180573495359376E+00  -0.2107733464584515E-17  -0.9462722906537475E+00  -0.3673536488317145E+02
 -0.1192444422427863E+00  -0.1231245904749943E-17  -0.9427271068742156E+00  -0.3604353117050525E+02
 -0.1204434714288139E+00  -0.2898550068730419-307  -0.9391758255544930E+00  -0.7072025214030587E+03
 -0.1216545571179531E+00  -0.1151902762544355E-15  -0.9356184233241485E+00  -0.3513745923976489E+02
 -0.1228778205410039E+00  -0.8354180136943409E-16  -0.9320548766923773E+00  -0.3522767218258251E+02
 -0.1241133841477684E+00   0.4809981793219441E-18  -0.9284851620472787E+00  -0.3673672697948773E+02
 -0.1253613716193089E+00  -0.7399752697904577E-18  -0.9249092556551262E+00  -0.3604360999671218E+02
 -0.1266219078803278E+00  -0.6472442649733157E-16  -0.9213271336596337E+00  -0.3608988106303618E+02
 -0.1278951191116731E+00   0.7404455939520693E-16  -0.9177387720812183E+00  -0.3573256981816551E+02
 -0.1291811327629689E+00   0.3166805315201670E-16  -0.9141441468162574E+00  -0.3597060815979380E+02
 -0.1304800775653736E+00  -0.2671003540660101-307  -0.9105432336363395E+00  -0.7072889682901514E+03
 -0.1317920835444657E+00  -0.2068352489929156E-17  -0.9069360081875133E+00  -0.3604332033077842E+02
 -0.1331172820332595E+00  -0.2292297836796847-200  -0.9033224459895286E+00  -0.4609725363796637E+03
 -0.1344558056853520E+00   0.2275905141439067E-17  -0.8997025224350748E+00  -0.3604325298843515E+02
 -0.1358077884882013E+00  -0.1041057485644248E-17  -0.8960762127890127E+00  -0.3604356987864170E+02
 -0.1371733657765387E+00   0.9426097908575832E-18  -0.8924434921876028E+00  -0.3604358516683943E+02
 -0.1385526742459166E+00   0.2033486091604235E-17  -0.8888043356377271E+00  -0.3604333709007735E+02
 -0.1399458519663908E+00   0.2095225762673114E-17  -0.8851587180161065E+00  -0.3604331878847266E+02
 -0.1413530383963425E+00  -0.6746652541651027E-18  -0.8815066140685142E+00  -0.3673666226356086E+02
 -0.1427743743964373E+00  -0.3025644157088359-307  -0.8778479984089818E+00  -0.7071701690328706E+03
 -0.1442100022437262E+00  -0.3865788133723766E-16  -0.8741828455190013E+00  -0.3594199521848748E+02
 -0.1456600656458870E+00  -0.6341219199341175E-18  -0.8705111297467236E+00  -0.3673667968785559E+02
 -0.1471247097556101E+00  -0.2252455951699456E-16  -0.8668328253061480E+00  -0.3733218957574491E+02
 -0.1486040811851283E+00   0.1441552013049694E-17  -0.8631479062763101E+00  -0.3604349833612446E+02
 -0.1500983280208928E+00   0.2163681407244167E-16  -0.8594563466004617E+00  -0.3562295156456828E+02
 -0.1516075998383967E+00   0.9665729775914243E-16  -0.8557581200852484E+00  -0.3520190337640931E+02
 -0.1531320477171474E+00  -0.1613893385915154E-17  -0.8520532003998778E+00  -0.3604346114797646E+02
 -0.1546718242557906E+00  -0.1192047806314066E-17  -0.8483415610752860E+00  -0.3673638267161673E+02
 -0.1562270835873847E+00   0.1228675275470547E-17  -0.8446231755032974E+00  -0.3604354276451522E+02
 -0.1577979813948301E+00  -0.5808235918716266E-17  -0.8408980169357770E+00  -0.3672704287925173E+02
 -0.1593846749264533E+00   0.2095368103233664-298  -0.8371660584837815E+00  -0.6867479744388344E+03
 -0.1609873230117473E+00   0.3300326040318117E-17  -0.8334272731166998E+00  -0.3535030885897856E+02
 -0.1626060860772705E+00  -0.6810479424272332E-16  -0.8296816336613936E+00  -0.3608535576585776E+02
 -0.1642411261627061E+00  -0.3810002941745619E-16  -0.8259291128013257E+00  -0.3643310343510542E+02
 -0.1658926069370819E+00  -0.8817955306244698E-18  -0.8221696830756895E+00  -0.3673657763421075E+02
 -0.1675606937151539E+00  -0.1340643863532493E-16  -0.8184033168785274E+00  -0.3668791716526143E+02
 -0.1692455534739546E+00  -0.2459548516474234-307  -0.8146299864578470E+00  -0.7079197948273979E+03
 -0.1709473548695072E+00  -0.3279759068812561E-16  -0.8108496639147293E+00  -0.3597267059738265E+02
 -0.1726662682537086E+00  -0.1927182404930361E-17  -0.8070623212024328E+00  -0.3604339110030553E+02
 -0.1744024656913816E+00   0.5686559714059025E-18  -0.8032679301254906E+00  -0.3673670954670791E+02
 -0.1761561209774987E+00   0.0000000000000000E+00  -0.7994664623388023E+00  -0.1200000000000000E+03
 -0.1779274096545791E+00   0.3567242156733125-306  -0.7956578893467190E+00  -0.7046638583545779E+03
 -0.1797165090302613E+00   0.4200876987472874E-17  -0.7918421825021240E+00  -0.3604242677664303E+02
 -0.1815235981950505E+00   0.6517823935294327E-18  -0.7880193130055069E+00  -0.3604362393662647E+02
 -0.1833488580402470E+00  -0.7739368338781432E-16  -0.7841892519040302E+00  -0.3574219541929813E+02
 -0.1851924712760528E+00   0.6829707672447280E-16  -0.7803519700905918E+00  -0.3626528661885797E+02
 -0.1870546224498616E+00  -0.1729583253147072E-17  -0.7765074383028807E+00  -0.3673598096723934E+02
 -0.1889354979647313E+00  -0.4706112563200205-307  -0.7726556271224270E+00  -0.7067513235047328E+03
 -0.1908352860980443E+00  -0.2295315095331461-307  -0.7687965069736442E+00  -0.7079637585624112E+03
 -0.1927541770203534E+00  -0.7443263790776622E-16  -0.7649300481228675E+00  -0.3618684205001679E+02
 -0.1946923628144181E+00  -0.1310828866662620E-16  -0.7610562206773840E+00  -0.3603218460996693E+02
 -0.1966500374944327E+00  -0.1421833559843942E-17  -0.7571749945844577E+00  -0.3604351743421088E+02
 -0.1986273970254469E+00   0.4150481099025426E-16  -0.7532863396303482E+00  -0.3593980290898470E+02
 -0.2006246393429823E+00   0.0000000000000000E+00  -0.7493902254393221E+00  -0.1200000000000000E+03
 -0.2026419643728459E+00  -0.7164108814435355E-18  -0.7454866214726585E+00  -0.3673666408545621E+02
 -0.2046795740511427E+00   0.1157575843488636E-17  -0.7415754970276491E+00  -0.3673644568392090E+02
 -0.2067376723444900E+00   0.4887331997527941-307  -0.7376568212365899E+00  -0.7067225827851416E+03
 -0.2088164652704341E+00   0.7618130813067692-307  -0.7337305630657680E+00  -0.7062797584606205E+03
 -0.2109161609180735E+00   0.1761095600805478-306  -0.7297966913144407E+00  -0.3563818828100899E+02
 -0.2130369694688885E+00   0.4160540883270085-307  -0.7258551746138092E+00  -0.7068867987724519E+03
 -0.2151791032177805E+00  -0.1876385985714803E-17  -0.7219059814259841E+00  -0.3604342472068046E+02
 -0.2173427765943229E+00   0.1184919175313510E-15  -0.7179490800429451E+00  -0.3534219123391615E+02
 -0.2195282061842259E+00  -0.5454197285037801E-17  -0.7139844385854958E+00  -0.3672918893038923E+02
 -0.2217356107510170E+00   0.1267576936509433E-15  -0.7100120250022068E+00  -0.3514253421879253E+02
 -0.2239652112579388E+00   0.4141368250046477E-18  -0.7060318070683582E+00  -0.3673675669787545E+02
 -0.2262172308900685E+00  -0.1021361299295493-306  -0.7020437523848695E+00  -0.7059954625635010E+03
 -0.2284918950766582E+00   0.3906258465966731-307  -0.6980478283772269E+00  -0.7069577684472312E+03
 -0.2307894315137012E+00  -0.2723271399979729E-17  -0.6940440022944017E+00  -0.3604318490712138E+02
 -0.2331100701867241E+00  -0.5625319688840671E-16  -0.6900322412077613E+00  -0.3587598967447710E+02
 -0.2354540433938086E+00   0.2461220212034105-307  -0.6860125120099749E+00  -0.7078503407798729E+03
 -0.2378215857688451E+00   0.4612603937741374E-16  -0.6819847814139111E+00  -0.3592582398918803E+02
 -0.2402129343050194E+00   0.1005312055399265E-17  -0.6779490159515269E+00  -0.3673654917379687E+02
 -0.2426283283785363E+00  -0.8276850613936370-307  -0.6739051819727537E+00  -0.7062141248012521E+03
 -0.2450680097725810E+00   0.6599661071062039E-16  -0.6698532456443712E+00  -0.3616308112821369E+02
 -0.2475322227015219E+00  -0.3177782736422546-307  -0.6657931729488775E+00  -0.7075845687617098E+03
 -0.2500212138353571E+00   0.6989309765172022-307  -0.6617249296833509E+00  -0.7063869897354078E+03
 -0.2525352323244056E+00  -0.1729541668605875E-17  -0.6576484814583037E+00  -0.3673607163357422E+02
 -0.2550745298242482E+00  -0.1290068039385104E-17  -0.6535637936965295E+00  -0.3604355234533742E+02
 -0.2576393605209178E+00   0.7175410883448223E-18  -0.6494708316319429E+00  -0.3604362225413450E+02
 -0.2602299811563442E+00  -0.8378162252431897E-18  -0.6453695603084117E+00  -0.3673663149086054E+02
 -0.2628466510540538E+00  -0.4113145378851641-307  -0.6412599445785816E+00  -0.7069237396957138E+03
 -0.2654896321451285E+00  -0.2684161103723585E-23  -0.6371419491026925E+00  -0.3673680056967710E+02
 -0.2681591889944248E+00   0.2041775394659365E-17  -0.6330155383473897E+00  -0.3604340541884787E+02
 -0.2708555888270572E+00  -0.3177643898630578E-18  -0.6288806765845236E+00  -0.3673677663804022E+02
 -0.2735791015551481E+00  -0.1938204275152203E-17  -0.6247373278899464E+00  -0.3604343175722290E+02
 -0.2763299998048457E+00   0.4997037222044490E-17  -0.6205854561422959E+00  -0.3535013947684226E+02
 -0.2791085589436140E+00   0.2520031252713582E-17  -0.6164250250217771E+00  -0.3604328185193668E+02
 -0.2819150571077977E+00   0.2405988812328934-307  -0.6122559980089310E+00  -0.7078365791624643E+03
 -0.2847497752304644E+00  -0.1236577444229524E-16  -0.6080783383833979E+00  -0.3603485557836010E+02
 -0.2876129970695248E+00  -0.2823597854855550E-18  -0.6038920092226732E+00  -0.3673678213593649E+02
 -0.2905050092361388E+00   0.1439798690819629E-17  -0.5996969734008548E+00  -0.3604353407249674E+02
 -0.2934261012234043E+00   0.8890476350715683E-18  -0.5954931935873813E+00  -0.3673661936474787E+02
 -0.2963765654353364E+00  -0.2018466404688030E-17  -0.5912806322457638E+00  -0.3604342086598336E+02
 -0.2993566972161372E+00   0.2907351942634905-307  -0.5870592516323085E+00  -0.7076354691925802E+03
 -0.3023667948797598E+00   0.1228667025296505E-17  -0.5828290137948322E+00  -0.3673645885550467E+02
 -0.3054071597397697E+00  -0.1317223397146892-286  -0.5785898805713690E+00  -0.6597087208323004E+03
 -0.3084780961395073E+00  -0.1186371033090204E-17  -0.5743418135888676E+00  -0.3673648464053306E+02
 -0.3115799114825522E+00   0.4660499564929876E-16  -0.5700847742618833E+00  -0.3593496151159378E+02
 -0.3147129162634948E+00  -0.2643976338254283-307  -0.5658187237912582E+00  -0.7077207354822472E+03
 -0.3178774240990171E+00   0.2082008719907757E-17  -0.5615436231627957E+00  -0.3604341319046264E+02
 -0.3210737517592864E+00  -0.4255671494782912E-16  -0.5572594331459256E+00  -0.3684860352884394E+02
 -0.3243022191996636E+00  -0.2364343254301656-307  -0.5529661142923596E+00  -0.7078267853959048E+03
 -0.3275631495927315E+00   0.0000000000000000E+00  -0.5486636269347407E+00  -0.1200000000000000E+03
 -0.3308568693606443E+00  -0.4837349898068174E-16  -0.5443519311852818E+00  -0.3593008491782265E+02
 -0.3341837082078036E+00   0.2617576159202086-307  -0.5400309869343971E+00  -0.7077193707620545E+03
 -0.3375439991538610E+00   0.2035507429960385E-16  -0.5357007538493235E+00  -0.3602175717944120E+02
 -0.3409380785670543E+00  -0.2808960103697009-307  -0.5313611913727347E+00  -0.7076450680239661E+03
 -0.3443662861978784E+00   0.4821941214780723E-18  -0.5270122587213464E+00  -0.3673675076124166E+02
 -0.3478289652130941E+00  -0.4240615902448769E-16  -0.5226539148845109E+00  -0.3645211223041242E+02
 -0.3513264622300800E+00   0.4368469219608956-307  -0.5182861186228049E+00  -0.7069079293626598E+03
 -0.3548591273515287E+00  -0.1748470037562048E-17  -0.5139088284666078E+00  -0.3535046580607688E+02
 -0.3584273142004928E+00   0.2773047588624284-307  -0.5095220027146699E+00  -0.7076487463256443E+03
 -0.3620313799557828E+00  -0.3153627393105581E-16  -0.5051255994326737E+00  -0.3717418654906295E+02
 -0.3656716853877208E+00  -0.2766532379098474-307  -0.5007195764517840E+00  -0.7076474893024692E+03
 -0.3693485948942543E+00   0.6580067447671315-307  -0.4963038913671901E+00  -0.7065070819821096E+03
 -0.3730624765374325E+00   0.9562530816879853E-18  -0.4918785015366389E+00  -0.3673661142686962E+02
 -0.3768137020802496E+00   0.2816330967060089-307  -0.4874433640789583E+00  -0.7076243124258077E+03
 -0.3806026470238592E+00  -0.3942695405062015-307  -0.4829984358725706E+00  -0.7072861255745868E+03
 -0.3844296906451612E+00   0.2615637869652015-307  -0.4785436735539991E+00  -0.7076947362500292E+03
 -0.3882952160347691E+00   0.2265373215253385E-16  -0.4740790335163622E+00  -0.3664206065618617E+02
 -0.3921996101353566E+00  -0.4611435442344188E-17  -0.4696044719078604E+00  -0.3911442689722845E+02
 -0.3961432637803917E+00   0.2706569409435329-307  -0.4651199446302526E+00  -0.7076553950148106E+03
 -0.4001265717332589E+00  -0.2184406892067482E-16  -0.4606254073373234E+00  -0.3664923609775050E+02
 -0.4041499327267762E+00   0.2298339051754793-307  -0.4561208154333405E+00  -0.7078155070489640E+03
 -0.4082137495031075E+00   0.8384232939224321E-16  -0.4516061240715031E+00  -0.3622296640129782E+02
 -0.4123184288540782E+00   0.0000000000000000E+00  -0.4470812881523798E+00  -0.1200000000000000E+03
 -0.4164643816618955E+00  -0.1347625215599838E-17  -0.4425462623223374E+00  -0.3673644294355412E+02
 -0.4206520229402776E+00  -0.3019720224374555-306  -0.4380010009719592E+00  -0.7050077662063877E+03
 -0.4248817718759977E+00   0.1029075067486054E-16  -0.4334454582344542E+00  -0.3671654297450035E+02
 -0.4287291872344637E+00   0.8943439048489943E-18  -0.4293320710496616E+00  -0.3604361451329908E+02
 -0.4330382037335125E+00  -0.5155535196824931-307  -0.4247589176592073E+00  -0.7069963669683887E+03
 -0.4373905287446523E+00  -0.3249134760593525-307  -0.4201753577463463E+00  -0.7074564767574459E+03
 -0.4417865975475390E+00   0.7694591721920203E-17  -0.4155813444883361E+00  -0.3672557253751740E+02
 -0.4462268497966816E+00  -0.8082197349218991E-18  -0.4109768307975967E+00  -0.3673667587802274E+02
 -0.4507117295654129E+00  -0.3198275316236906E-17  -0.4063617693200647E+00  -0.3951175560238388E+02
 -0.4552416853903009E+00   0.8903602092448715E-18  -0.4017361124335360E+00  -0.3673665063043639E+02
 -0.4598171703160071E+00   0.0000000000000000E+00  -0.3970998122460004E+00  -0.1200000000000000E+03
 -0.4644386419405970E+00   0.2234479845057502-307  -0.3924528205939627E+00  -0.7080813010361934E+03
 -0.4691065624613041E+00  -0.3488242127450774-307  -0.3877950890407568E+00  -0.7073749230668897E+03
 -0.4738213987207548E+00   0.0000000000000000E+00  -0.3831265688748460E+00  -0.1200000000000000E+03
 -0.4785836222536576E+00  -0.3332269564800213-307  -0.3784472111081176E+00  -0.7074178154410553E+03
 -0.4833937093339613E+00   0.1276205338706965E-17  -0.3737569664741619E+00  -0.3604357847907589E+02
 -0.4882521410224884E+00  -0.2370343961427889-307  -0.3690557854265435E+00  -0.7080062893379719E+03
 -0.4931594032150464E+00  -0.1405042456832768E-18  -0.3643436181370614E+00  -0.3673679697124025E+02
 -0.4981159866910219E+00   0.2443539750041432-307  -0.3596204144939986E+00  -0.7079694409640857E+03
 -0.5031223871624640E+00  -0.1331188288452868E-17  -0.3548861241003616E+00  -0.3673648067743767E+02
 -0.5081791053236621E+00   0.2576190847488718-307  -0.3501406962721066E+00  -0.7079101171979618E+03
 -0.5132866469012174E+00  -0.2639240401697584-307  -0.3453840800363601E+00  -0.7078826992138482E+03
 -0.5184455227046256E+00  -0.2746451416182701-307  -0.3406162241296211E+00  -0.7078396359933023E+03
 -0.5236562486773610E+00   0.4416994091038674-307  -0.3358370769959589E+00  -0.7071241949573808E+03
 -0.5289193459484752E+00   0.3035733348988449-307  -0.3310465867851987E+00  -0.7077329854078708E+03
 -0.5342353408847187E+00  -0.2971436256093081-307  -0.3262447013510920E+00  -0.7077511304525672E+03
 -0.5396047651431807E+00   0.0000000000000000E+00  -0.3214313682494817E+00  -0.1200000000000000E+03
 -0.5450281557244611E+00   0.1553098278351821E-17  -0.3166065347364529E+00  -0.3673638138404502E+02
 -0.5505060550263770E+00   0.3122952166752714-307  -0.3117701477664726E+00  -0.7076915737076163E+03
 -0.5560390108982105E+00  -0.2419305871505535-307  -0.3069221539905160E+00  -0.7079435854222781E+03
 -0.5616275766954932E+00  -0.7088609733400099-138  -0.3020624997541906E+00  -0.3173803735824662E+03
 -0.5672723113353545E+00  -0.2576674804974328E-17  -0.2971911310958365E+00  -0.3604337039308749E+02
 -0.5729737793524153E+00   0.3711314576555147-307  -0.2923079937446232E+00  -0.7072884084763451E+03
 -0.5787325509552491E+00   0.5299810587073087-307  -0.2874130331186345E+00  -0.7069311678695212E+03
 -0.5845492020834099E+00  -0.3045413597759484-307  -0.2825061943229374E+00  -0.7076969082081714E+03
 -0.5904243144650306E+00   0.8169764093173309E-16  -0.2775874221476445E+00  -0.3582187845192960E+02
 -0.5963584756750026E+00  -0.4111965779716624E-16  -0.2726566610659636E+00  -0.3651352729632380E+02
 -0.6023522791937395E+00   0.4340172228669527E-17  -0.2677138552322329E+00  -0.3673368994767699E+02
 -0.6084063244665330E+00   0.0000000000000000E+00  -0.2627589484799469E+00  -0.1200000000000000E+03
 -0.6145212169635033E+00   0.1193964032053283E-16  -0.2577918843197693E+00  -0.3671394734660036E+02
 -0.6206975682401497E+00  -0.2542765271690479-307  -0.2528126059375387E+00  -0.7078572711301229E+03
 -0.6269359959985189E+00   0.2790953422917631E-17  -0.2478210561922514E+00  -0.3604333719071271E+02
 -0.6332371241489752E+00  -0.2026758775169500E-16  -0.2428171776140476E+00  -0.3774632196822640E+02
 -0.6396015828726030E+00   0.1278104033344062E-17  -0.2378009124021702E+00  -0.3673653792098069E+02
 -0.6460300086842303E+00  -0.2855562894211129-307  -0.2327722024229233E+00  -0.7077277878217292E+03
 -0.6525230444960857E+00   0.2255233024881253-307  -0.2277309892076127E+00  -0.7079604220503261E+03
 -0.6590813396820989E+00  -0.2690857549019716-307  -0.2226772139504752E+00  -0.7077804280436482E+03
 -0.6657055501428443E+00   0.2395425908855221-307  -0.2176108175065960E+00  -0.7078933336301520E+03
 -0.6723963383711372E+00   0.2880780711697658-307  -0.2125317403898150E+00  -0.7077054341190043E+03
 -0.6791543735182913E+00   0.3903698836738637-307  -0.2074399227706193E+00  -0.7073981657946862E+03
 -0.6859803314610400E+00  -0.2345035353228367-307  -0.2023353044740240E+00  -0.7079043787861624E+03
 -0.6928748948691343E+00   0.3603436291930131-307  -0.1972178249774387E+00  -0.7074713743817257E+03
 -0.6998387532736123E+00  -0.2468740545038322-307  -0.1920874234085267E+00  -0.7078461313016645E+03
 -0.7068726031357649E+00   0.2341458189551406E-17  -0.1869440385430444E+00  -0.3604344377637749E+02
 -0.7139771479167849E+00  -0.4469069990543440-307  -0.1817876088026752E+00  -0.7072457956219968E+03
 -0.7211530981481247E+00   0.2319068572246696-307  -0.1766180722528452E+00  -0.7078983697395761E+03
 -0.7284011715025549E+00  -0.3571250968706053-307  -0.1714353666005293E+00  -0.7074631729384529E+03
 -0.7357220928659384E+00   0.0000000000000000E+00  -0.1662394291920453E+00  -0.1200000000000000E+03
 -0.7431165944097311E+00  -0.3456040419447960-307  -0.1610301970108300E+00  -0.7074890546951139E+03
 -0.7505854156642020E+00  -0.4624660297873927-307  -0.1558076066752108E+00  -0.7071943111693591E+03
 -0.7581293035923964E+00  -0.2440540244989321-307  -0.1505715944361569E+00  -0.7078300246261061E+03
 -0.7657490126648403E+00  -0.2704208762220215-307  -0.1453220961750214E+00  -0.7077239587778098E+03
 -0.7734453049349976E+00   0.3306049170332542-307  -0.1400590474012682E+00  -0.7075195324755741E+03
 -0.7812189501154790E+00   0.3797725312249631-307  -0.1347823832501900E+00  -0.7073773964010958E+03
 -0.7890707256550253E+00  -0.9719464565764989-307  -0.1294920384806079E+00  -0.7063147316372446E+03
 -0.7970014168162607E+00   0.4999610232078260-307  -0.1241879474725601E+00  -0.7070954458102347E+03
 -0.8050118167542253E+00   0.2577160106839094-307  -0.1188700442249798E+00  -0.7077546124563177E+03
 -0.8131027265957016E+00   0.3317792460720567-307  -0.1135382623533556E+00  -0.7074984897693946E+03
 -0.8212749555193327E+00  -0.2623262462552794-307  -0.1081925350873827E+00  -0.7077298536960182E+03
 -0.8295293208365541E+00  -0.2312229560067932-307  -0.1028327952685957E+00  -0.7078525374156463E+03
 -0.8378666480733276E+00   0.5405749630887512E-18  -0.9745897534799433E-01  -0.3673675962664348E+02
 -0.8462877710527057E+00   0.2884732554313607-307  -0.9207100738365159E-01  -0.7076242543362621E+03
 -0.8547935319782267E+00   0.3015472474206083-307  -0.8666882303830559E-01  -0.7075763896926477E+03
 -0.8633847815181374E+00  -0.4507923186506807-307  -0.8125235357694688E-01  -0.7071707635233754E+03
 -0.8720623788904724E+00  -0.3352407521743769-307  -0.7582152986438384E-01  -0.7074633693686534E+03
 -0.8808271919489866E+00   0.3203473711917984-307  -0.7037628236279705E-01  -0.7075052545860680E+03
 -0.8896800972699471E+00  -0.2522344435197112-307  -0.6491654112928166E-01  -0.7077407379521852E+03
 -0.8986219802398026E+00   0.0000000000000000E+00  -0.5944223581337346E-01  -0.1200000000000000E+03
 -0.9076537351437289E+00   0.4309841264939275-307  -0.5395329565456360E-01  -0.7071978810849420E+03
 -0.9167762652550714E+00  -0.2771262808890033-307  -0.4844964947979608E-01  -0.7076358980612766E+03
 -0.9259904829256779E+00  -0.2676192206615429-307  -0.4293122570095520E-01  -0.7076672194153236E+03
 -0.9352973096771460E+00   0.2931500601334096-307  -0.3739795231233661E-01  -0.7075725073693907E+03
 -0.9446976762929852E+00  -0.3845995561581725-307  -0.3184975688810461E-01  -0.7072973909703337E+03
 -0.9541925229117050E+00  -0.2494153083446949-307  -0.2628656657973616E-01  -0.7077268701153582E+03
 -0.9637827991208379E+00   0.0000000000000000E+00  -0.2070830811345099E-01  -0.1200000000000000E+03
 -0.9734694640519098E+00   0.4630271848583481-307  -0.1511490778762598E-01  -0.7071009782191560E+03
 -0.9832534864763636E+00  -0.3182391256784600-307  -0.9506291470197003E-02  -0.7074723395110847E+03
 -0.9931358449024460E+00   0.1674750988795138E-17  -0.3882384596045370E-02  -0.3673644191407465E+02
 -0.1003117527673069E+01   0.0000000000000000E+00   0.1756887835628339E-02  -0.1200000000000000E+03
 -0.1013199533064656E+01   0.3678288265207896-307   0.7411601263946915E-02  -0.7073166261994082E+03
 -0.1023382869386978E+01  -0.1427400761577610-301   0.1308183156901237E-01  -0.6944588093972499E+03
 -0.1033668555083998E+01  -0.2486222264166300-307   0.1876765507457659E-01  -0.7077010148418909E+03
 -0.1044057618835725E+01  -0.3135114485065597-307   0.2446914855072538E-01  -0.7074654577353566E+03
 -0.1054551099661095E+01   0.0000000000000000E+00   0.3018638921657881E-01  -0.1200000000000000E+03
 -0.1065150047021878E+01  -0.6948668274839236-307   0.3591945474300383E-01  -0.7066622446543207E+03
 -0.1075855520927647E+01  -0.4910682139416366-307   0.4166842325534548E-01  -0.7070057088966952E+03
 -0.1086668592041777E+01  -0.3136601796751952-307   0.4743337333616653E-01  -0.7074503031604223E+03
 -0.1097590341788537E+01   0.3001153379338346-307   0.5321438402801019E-01  -0.7074907621724352E+03
 -0.1108621862461229E+01   0.4449993330956948-307   0.5901153483616738E-01  -0.7070931662761081E+03
 -0.1119764257331441E+01   0.0000000000000000E+00   0.6482490573146690E-01  -0.1200000000000000E+03
 -0.1131018640759382E+01  -0.3727263590507358-307   0.7065457715307918E-01  -0.7072629975839851E+03
 -0.1142386138305329E+01   0.5322627483485295-307   0.7650063001133042E-01  -0.7069029978982244E+03
 -0.1153867886842198E+01  -0.1437762277100775-306   0.8236314569053774E-01  -0.7060133920122510E+03
 -0.1165465034669241E+01   0.3101419223233604-307   0.8824220605185260E-01  -0.7074356742950982E+03
 -0.1177178741626886E+01  -0.2405234564271252-307   0.9413789343612516E-01  -0.7076861628075101E+03
 -0.1189010179212744E+01  -0.4252306817951331-307   0.1000502906667826E+00  -0.7071126191201504E+03
 -0.1200960530698758E+01   0.0000000000000000E+00   0.1059794810527175E+00  -0.1200000000000000E+03
 -0.1213030991249553E+01  -0.2383248287090787-307   0.1119255483911985E+00  -0.7076841405082994E+03
 -0.1225222768041959E+01  -0.2838778906734875-307   0.1178885769707900E+00  -0.7075054845676949E+03
 -0.1237537080385746E+01   0.5604431808672407-307   0.1238686515742932E+00  -0.7068215489664721E+03
 -0.1249975159845567E+01  -0.6302059098795865-307   0.1298658574816956E+00  -0.7067004727209733E+03
 -0.1262538250364129E+01  -0.2489100771611052-307   0.1358802804731417E+00  -0.7076256645531389E+03
 -0.1275227608386597E+01  -0.3032680343763136-307   0.1419120068319140E+00  -0.7074243705849015E+03
 -0.1288044502986253E+01   0.0000000000000000E+00   0.1479611233474338E+00  -0.1200000000000000E+03
 -0.1300990215991423E+01   0.4382175056775398-307   0.1540277173182754E+00  -0.7070487182623282E+03
 -0.1314066042113666E+01   0.0000000000000000E+00   0.1601118765551948E+00  -0.1200000000000000E+03
 -0.1327273289077263E+01   0.4466277130769688-307   0.1662136893841749E+00  -0.7070221321149020E+03
 -0.1340613277750003E+01  -0.3299719791060016-307   0.1723332446494870E+00  -0.7073210534094521E+03
 -0.1354087342275285E+01  -0.6519103354919669-307   0.1784706317167664E+00  -0.7069225049981529E+03
 -0.1367696830205545E+01   0.2708343950196604-307   0.1846259404761052E+00  -0.7075109443497017E+03
 -0.1381443102637026E+01   0.3349385989778109-307   0.1907992613451572E+00  -0.7072946917889971E+03
 -0.1395327534345904E+01   0.1705512053764376E-17   0.1969906852722645E+00  -0.3673649372750766E+02
 -0.1409351513925782E+01   0.2206382322536400E-17   0.2032003037395946E+00  -0.3673629015032157E+02
 -0.1423516443926558E+01   0.3176454964522519-307   0.2094282087662933E+00  -0.7073362315179884E+03
 -0.1437823740994702E+01  -0.2958740706686505-307   0.2156744929116584E+00  -0.7074033987835110E+03
 -0.1452274836014929E+01   0.3903939681427986-307   0.2219392492783214E+00  -0.7071223360773828E+03
 -0.1466871174253313E+01  -0.4488815964811249-307   0.2282225715154547E+00  -0.7069788876622941E+03
 -0.1481614215501820E+01   0.0000000000000000E+00   0.2345245538219858E+00  -0.1200000000000000E+03
 -0.1496505434224308E+01  -0.4696012166699489-307   0.2408452909498319E+00  -0.7073778465462375E+03
 -0.1511546319703986E+01   0.2909993506237691-307   0.2471848782071485E+00  -0.7074007562060322E+03
 -0.1526738376192361E+01   0.2677612001539410E-17   0.2535434114615971E+00  -0.3604347410613303E+02
